순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
3910,윈드랜드,세르지오 맨피오,,예지림엔터테인먼트,예지림엔터테인먼트,2015-04-02,개봉영화,장편,이탈리아,240,162162200,23084,19998300,2605,애니메이션,전체관람가,독립/예술영화
3911,로건 럭키,스티븐 소더버그,,(주)누리픽쳐스,(주)스톰픽쳐스코리아,2018-03-14,개봉영화,장편,미국,257,178325100,23058,67172500,8429,코미디,12세이상관람가,독립/예술영화
3912,꼬마마녀 요요와 네네,히라오 타카유키,,씨너스엔터테인먼트(주),㈜T-JOY씨너스엔터테인먼트(주),2013-12-25,개봉영화,장편,일본,90,152193000,23057,34938000,5050,애니메이션,전체관람가,일반영화
3913,스페이스 침스 - 자톡의 역습 3D,존 H. 윌리엄스,프라나 스튜디오,코리아스토리,㈜케이디미디어,2010-08-19,개봉영화,장편,미국,82,213410735,23021,60370000,6205,애니메이션,전체관람가,일반영화
3914,리틀 뱀파이어,리처드 클라우스카스텐 킬러리치,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,2018-01-18,개봉영화,장편,독일,213,164278600,23014,33037500,4370,애니메이션,전체관람가,독립/예술영화
3915,음양사,타키타 요지로,,인트로미디어(주),,2003-10-02,개봉영화,장편,일본,0,0,23000,0,6300,드라마,15세관람가,일반영화
3916,이브닝,라요스 콜타이,,(주)미로비젼,(주)미로비젼,2007-11-22,개봉영화,장편,미국,0,0,22921,0,15189,드라마,15세이상관람가,일반영화
3917,비정한 도시 감독판,김문흠,(주)온전한 컴퍼니,,(주)인벤트스톤,2012-10-25,개봉영화,장편,한국,172,161959057,22900,46966557,6411,미스터리,청소년관람불가,일반영화
3918,종려나무 숲,유상욱,(주)영화사참휴먼픽쳐스(주),,롯데쇼핑㈜롯데엔터테인먼트,2005-09-15,개봉영화,장편,한국,0,0,22895,0,7882,드라마,15세관람가,일반영화
3919,거인,김태용,(주)메이킹에이프린트,,필라멘트픽쳐스,2014-11-13,개봉영화,장편,한국,77,173034400,22893,95258000,12089,드라마,12세이상관람가,독립/예술영화
3920,봄 눈,김태균,판씨네마(주),,(주)넥스트엔터테인먼트월드(NEW),2012-04-26,개봉영화,장편,한국,118,143518000,22870,60891500,10577,드라마,전체관람가,일반영화
3921,에이바,테이트 테일러,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-09-09,개봉영화,장편,미국,515,178670250,22832,57166200,7244,액션,15세이상관람가,일반영화
3922,알렉스 크로스,롭 코헨,,(주)인벤트스톤,(주)인벤트스톤,2013-03-14,개봉영화,장편,미국,162,162716000,22771,53849500,7264,액션,청소년관람불가,일반영화
3923,디트로이트,캐서린 비글로우,,그린나래미디어(주),그린나래미디어(주),2018-05-31,개봉영화,장편,미국,108,194693700,22770,97893700,11047,스릴러,15세이상관람가,독립/예술영화
3924,극장판 프리! - 테이크 유어 마크 -,카와나미 에이사쿠,,(주)엔케이컨텐츠,(주)디스테이션,2018-04-12,개봉영화,장편,일본,66,134696500,22767,75690500,13391,애니메이션,전체관람가,독립/예술영화
3925,유리정원,신수원,준필름,,(주)리틀빅픽쳐스,2017-10-25,개봉영화,장편,한국,332,160437700,22752,60483700,8044,미스터리,12세이상관람가,독립/예술영화
3926,45년 후,앤드류 헤이,,판씨네마(주),판씨네마(주),2016-05-05,개봉영화,장편,영국,45,176524818,22745,112178518,13747,드라마,15세이상관람가,독립/예술영화
3927,애비규환,최하나,(주)아토(주)모토,,(주)리틀빅픽쳐스,2020-11-12,개봉영화,장편,한국,453,206731300,22729,96040940,9985,드라마,12세이상관람가,독립/예술영화
3928,윌리,칼 멘데스,,㈜코리아스크린,㈜코리아스크린,2018-10-25,개봉영화,장편,말레이시아,162,178555800,22716,38075600,4639,애니메이션,전체관람가,독립/예술영화
3929,펭이와 친구들의 남극대모험,루카스 퀴아오,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2018-02-28,개봉영화,장편,중국,233,168968800,22695,28336900,3644,애니메이션,전체관람가,일반영화
3930,비욘드라이브 더 무비 : 엔시티 레조넌스,,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2022-01-12,개봉영화,장편,한국,34,339307500,22621,135387500,9026,공연,전체관람가,일반영화
3931,히어로,김봉한,(주)필마픽쳐스 (주)프리윌컴퍼니,,(주)마인스 엔터테인먼트,2013-10-08,개봉영화,장편,한국,179,148940000,22617,36886500,5643,가족,전체관람가,일반영화
3932,레이디 맥베스,윌리엄 올드로이드,,주식회사 씨네룩스,주식회사 씨네룩스,2017-08-03,개봉영화,장편,영국,53,174436800,22613,105541200,13220,드라마,청소년관람불가,독립/예술영화
3933,지상의 별처럼,아미르 칸아몰 굽트,,(주)쁘리야,(주)엣나인필름,2012-09-06,개봉영화,장편,인도,20,146480500,22612,99318500,14368,드라마,전체관람가,독립/예술영화
3934,피나,빔 벤더스,,㈜영화사 백두대간,㈜영화사 백두대간,2012-08-30,개봉영화,장편,독일,4,419352000,22600,374054000,20091,다큐멘터리,전체관람가,독립/예술영화
3935,혐오스런 마츠코의 일생,나카시마 테츠야,,(주)엔케이컨텐츠스폰지,스폰지,2007-04-12,개봉영화,장편,일본,0,0,22570,0,18005,코미디,15세이상관람가,독립/예술영화
3936,철벽선생,츠키카와 쇼,,(주)미디어캐슬,(주)미디어캐슬,2019-03-14,개봉영화,장편,일본,182,187345700,22562,60562600,7125,멜로/로맨스,12세이상관람가,독립/예술영화
3937,짓,한종훈,㈜리필름,,(주)팝파트너스,2013-09-25,개봉영화,장편,한국,159,159384500,22526,38600000,5107,멜로/로맨스,청소년관람불가,독립/예술영화
3938,피아니스트 세이모어의 뉴욕 소네트,에단 호크,,(주)영화사 진진,(주)영화사 진진,2016-04-07,개봉영화,장편,미국,18,183213700,22466,159472700,18957,다큐멘터리,전체관람가,독립/예술영화
3939,프로스트 VS 닉슨,론 하워드,이메이진엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2009-03-05,개봉영화,장편,미국,76,150586369,22464,72660500,10346,드라마,12세이상관람가,일반영화
3940,송 투 송,테렌스 맬릭,,(주)퍼스트런,CGV아트하우스,2017-07-26,개봉영화,장편,미국,97,171942900,22453,102657600,12910,드라마,청소년관람불가,독립/예술영화
3941,이스케이프 게임,보그다나 베라 로렌츠,,제인앤유,제인앤유,2019-10-11,개봉영화,장편,독일,2,66331020,22451,65656020,22316,스릴러,15세이상관람가,일반영화
3942,미녀와 야수: 마법에 걸린 왕자,,,예지림엔터테인먼트,(주)인터파크예지림엔터테인먼트(주)띵크,2023-02-22,개봉영화,장편,러시아,217,202110400,22439,29371600,3519,애니메이션,전체관람가,독립/예술영화
3943,카시오페아,신연식,(주) 루스이소니도스,,(주)트리플픽쳐스,2022-06-01,개봉영화,장편,한국,175,194889200,22429,87177700,10157,드라마,12세이상관람가,독립/예술영화
3944,세컨핸드 라이온스,팀 맥칸라이즈,뉴라인 시네마,,롯데쇼핑㈜롯데엔터테인먼트,2005-05-19,개봉영화,장편,미국,0,0,22413,0,6175,드라마,12세관람가,일반영화
3945,F20,홍은미,KBS몬스터유니온,,와이드 릴리즈(주),2021-10-06,개봉영화,장편,한국,218,155242500,22412,47500500,6929,스릴러,15세이상관람가,일반영화
3946,마징가 Z: 인피니티,시미즈 준지,,우키픽쳐스 주식회사,(주)이수C&E,2018-05-17,개봉영화,장편,일본,332,183107900,22407,51639600,6000,애니메이션,12세이상관람가,일반영화
3947,귀멸의 칼날: 아사쿠사 편,소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2022-08-25,개봉영화,장편,일본,124,231532500,22388,57864900,5546,애니메이션,15세이상관람가,일반영화
3948,극장판 원피스 스탬피드,,,대원미디어(주),(주)스마일이엔티,2020-02-13,개봉영화,장편,일본,372,189578960,22375,62663180,7095,애니메이션,전체관람가,일반영화
3949,스킵트레이스: 합동수사,레니 할린,,(주)엘지유플러스,(주)영화사 빅,2016-08-31,개봉영화,장편,홍콩,244,163700300,22350,36085800,4671,액션,15세이상관람가,일반영화
3950,미스터 스마일,데이빗 로워리,,(주)티캐스트,(주)티캐스트,2018-12-27,개봉영화,장편,미국,56,181726300,22348,118884100,14238,드라마,15세이상관람가,독립/예술영화
3951,아홉 스님,윤성준,(주)퍼스트런우주레이블,,(주)퍼스트런(주)키다리이엔티,2020-05-27,개봉영화,장편,한국,141,137625200,22330,70632000,13607,드라마,전체관람가,독립/예술영화
3952,엘리제궁의 요리사,크리스티앙 뱅상,,판씨네마(주),판씨네마(주),2015-03-19,개봉영화,장편,프랑스,112,168546500,22173,101654100,12833,코미디,12세이상관람가,독립/예술영화
3953,파워배틀 와치카: 와치가면의 역습,이영준김래경,(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,개봉영화,장편,한국,246,153909000,22110,23060800,2968,애니메이션,전체관람가,일반영화
3954,크로우즈 제로,미이케 다카시,,알토미디어(주),(주)쇼박스,2008-07-02,개봉영화,장편,일본,252,142006500,22097,55009000,8036,스릴러,15세이상관람가,일반영화
3955,엔들리스 러브,샤나 페스트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,개봉영화,장편,미국,210,165237000,22091,70357900,9238,드라마,15세이상관람가,일반영화
3956,사이비,연상호,주식회사 다다쇼,,(주)넥스트엔터테인먼트월드(NEW),2013-11-21,개봉영화,장편,한국,76,164274900,22070,105078400,13761,애니메이션,청소년관람불가,독립/예술영화
3957,드래곤볼 Z : 부활의 F,야마무로 타다요시,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-10-01,개봉영화,장편,일본,76,164947600,22025,47206800,6201,애니메이션,전체관람가,일반영화
3958,까밀 리와인드,노에미 르보브스키,,(주)엣나인필름,(주)엣나인필름,2013-07-18,개봉영화,장편,프랑스,27,163969000,22006,126533500,16294,드라마,15세이상관람가,독립/예술영화
3959,솔라리스,스티븐 소더버그,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2003-04-18,개봉영화,장편,미국,0,0,22000,0,9300,SF,12세관람가,일반영화
3960,아이 캔 온리 이매진,앤드류 어윈존 어윈,,(주)티앤엘엔터테인먼트,(주)영화사 그램TCO(주)더콘텐츠온(재)CBS,2018-06-21,개봉영화,장편,미국,156,181653600,21978,70712300,8605,드라마,12세이상관람가,독립/예술영화
3961,아이 엠 우먼,문은주,,주식회사 풍경소리(주)팝엔터테인먼트,(주)팝엔터테인먼트,2021-01-14,개봉영화,장편,호주,494,178046740,21974,77798100,10424,드라마,15세이상관람가,독립/예술영화
3962,터닝메카드W: 반다인의 비밀 특별판,홍헌표,㈜희원엔터테인먼트,,(주)제이앤씨미디어그룹(주)버킷스튜디오,2018-02-08,개봉영화,장편,한국,168,164797700,21947,32933500,4326,애니메이션,전체관람가,일반영화
3963,천하무적 키코리키,데니스 체르노프,,(주)누리픽쳐스,와이드 릴리즈(주),2014-07-17,개봉영화,장편,러시아,186,149655900,21889,24159500,3218,애니메이션,전체관람가,독립/예술영화
3964,원더 휠,우디 앨런,,그린나래미디어(주),(주)팝엔터테인먼트,2018-01-25,개봉영화,장편,미국,140,173610195,21884,119453295,14696,드라마,15세이상관람가,독립/예술영화
3965,이스턴 프라미스,데이빗 크로넨버그,,(유)마스엔터테인먼트코리아,(유)마스엔터테인먼트코리아,2008-12-11,개봉영화,장편,미국,15,156250340,21857,120268500,16478,드라마,청소년관람불가,독립/예술영화
3966,씨노이블,그레고리 다크,,㈜케이디미디어,(주)미로비젼,2007-06-28,개봉영화,장편,미국,0,0,21854,0,6293,공포(호러),청소년관람불가,일반영화
3967,행복 목욕탕,나카노 료타,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-23,개봉영화,장편,일본,103,168599600,21797,84991400,10441,가족,12세이상관람가,독립/예술영화
3968,숲속왕국의 꿀벌 여왕,아르나드 부롱안톤 크링스,,그린나래미디어(주),(주)팝엔터테인먼트,2019-03-14,개봉영화,장편,프랑스,372,167524990,21732,26276460,3250,애니메이션,전체관람가,독립/예술영화
3969,레이드 : 첫번째 습격,가렛 에반스,,㈜코리아스크린,(주)씨제이이엔엠,2012-05-17,개봉영화,장편,인도네시아,120,163320500,21705,58692500,7488,액션,청소년관람불가,일반영화
3970,남매의 여름밤,윤단비,오누필름,,그린나래미디어(주),2020-08-20,개봉영화,장편,한국,133,179994602,21692,118953042,13786,드라마,전체관람가,독립/예술영화
3971,시크릿 인 데어 아이즈,빌리 레이,,판씨네마(주),판씨네마(주),2016-04-27,개봉영화,장편,미국,186,162031200,21692,58132000,7609,미스터리,15세이상관람가,일반영화
3972,프로메어,이마이시 히로유키,,(주)미디어캐슬,(주)영화사 그램,2022-10-20,개봉영화,장편,일본,63,239598359,21688,193277242,17156,애니메이션,15세이상관람가,독립/예술영화
3973,히야,김지연,(주)메이저타운(주)더재미팩토리(주)알지엔터웍스,,(주)라이크콘텐츠,2016-03-10,개봉영화,장편,한국,124,173844100,21687,58521200,7007,드라마,12세이상관람가,일반영화
3974,아스테릭스: 미션 올림픽 게임,프레더릭 포레스티에,,㈜코리아스크린,(주)넥스트엔터테인먼트월드(NEW),2009-06-18,개봉영화,장편,프랑스,115,136849632,21678,45546500,6860,코미디,12세이상관람가,일반영화
3975,안녕 나의 소울메이트,증국상,,(주)봄비,(주)나이너스엔터테인먼트,2017-12-07,개봉영화,장편,홍콩,165,169017300,21659,77131600,9334,드라마,15세이상관람가,독립/예술영화
3976,클림트,라울 루이즈,,(주)스폰지이엔티,(주)스폰지이엔티,2006-06-29,개봉영화,장편,독일,0,0,21647,0,16651,드라마,18세관람가,독립/예술영화
3977,인베이젼 2020,표도르 본다르추크,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-07-01,개봉영화,장편,러시아,354,179135260,21609,46098440,5411,SF,12세이상관람가,일반영화
3978,차일드 44,다니엘 에스피노사,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2015-05-28,개봉영화,장편,미국,145,168643231,21604,74193331,9219,스릴러,청소년관람불가,일반영화
3979,사이코패스,미키 키팅,,제인앤유,제인앤유,2019-09-18,개봉영화,장편,미국,1,62031400,21603,62030400,21602,공포(호러),청소년관람불가,일반영화
