영화명,감독,제작사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
82년생 김지영,김도영,(주)봄바람영화사,2019-10-23,장편,한국,1486,30305744310.0,3679019,8397712370.0,994852,드라마,12세이상관람가,일반영화
분노의 질주: 홉스&쇼,데이빗 레이치,세븐 벅스 프로덕션스,2019-08-14,장편,미국,1311,32241767793.0,3657536,7717831533.0,839251,액션,12세이상관람가,일반영화
분노의 질주: 더 익스트림,F. 게리 그레이,오리지널 필름,2017-04-12,장편,미국,1469,29981156348.0,3653238,7936210998.0,932027,액션,15세이상관람가,일반영화
너의 이름은.,신카이 마코토,코믹스 웨이브 필름,2017-01-04,장편,일본,947,29248867156.0,3637122,9352306256.0,1124392,애니메이션,12세이상관람가,일반영화
모가디슈,류승완,(주)덱스터스튜디오(주)외유내강(주)필름케이,2021-07-28,장편,한국,1688,34558297730.0,3613984,8498347010.0,887264,액션,15세이상관람가,일반영화
인턴,낸시 마이어스,,2015-09-24,장편,미국,496,28518443148.0,3610642,10024307548.0,1228273,코미디,12세이상관람가,일반영화
라라랜드,데이미언 셔젤,서밋 엔터테인먼트,2016-12-07,장편,미국,727,30006844694.0,3597193,13131083194.0,1536629,드라마,12세이상관람가,일반영화
귀향,조정래,주식회사 제이오엔터테인먼트코리아,2016-02-24,장편,한국,876,27245051990.0,3586523,6310471892.0,801788,드라마,15세이상관람가,일반영화
리얼 스틸,숀 레비,드림웍스,2011-10-12,장편,미국,603,26566677000.0,3579666,8578776500.0,1090591,액션,12세이상관람가,일반영화
신의 한 수,조범구,(주)메이스엔터테인먼트(주)아지트필름,2014-07-03,장편,한국,794,28777712256.0,3562123,8104315156.0,965372,범죄,청소년관람불가,일반영화
코코,리 언크리치,,2018-01-11,장편,미국,1177,27685479440.0,3510017,8547812240.0,1024250,애니메이션,전체관람가,일반영화
부러진 화살,정지영,(주)아우라픽처스,2012-01-18,장편,한국,453,25878110500.0,3450941,7619815000.0,972059,드라마,15세이상관람가,일반영화
끝까지 간다,김성훈,(주)에이디사공육(주)다세포클럽,2014-05-29,장편,한국,645,27006007900.0,3450143,7567987400.0,927324,액션,15세이상관람가,일반영화
비긴 어게인,존 카니,,2014-08-13,장편,미국,213,27096673061.0,3427464,10856208161.0,1324469,멜로/로맨스,15세이상관람가,독립/예술영화
스파이,이승준,(주)제이케이필름(주)씨제이이엔엠,2013-09-05,장편,한국,785,24436429305.0,3423920,5483475805.0,733029,액션,15세이상관람가,일반영화
그것만이 내 세상,최성현,(주)제이케이필름(주)씨제이이엔엠,2018-01-17,장편,한국,862,27441213382.0,3417629,6258257482.0,759455,코미디,12세이상관람가,일반영화
이끼,강우석,(주)시네마서비스㈜렛츠필름(주)시네마서비스글로벌,2010-07-14,장편,한국,736,25856306126.0,3408144,8251736000.0,1044532,드라마,청소년관람불가,일반영화
토이 스토리 4,조시 쿨리,월트 디즈니 픽처스,2019-06-20,장편,미국,1336,28757726040.0,3399913,9071405870.0,1009214,애니메이션,전체관람가,일반영화
돈,박누리,(주)사나이픽처스(주)영화사 월광,2019-03-20,장편,한국,1431,28869614062.0,3389035,7287586982.0,833513,범죄,15세이상관람가,일반영화
포화속으로,이재한,(주)태원엔터테인먼트(주)유비유필름(주)에이치 플러스,2010-06-16,장편,한국,736,24217600897.0,3385706,6203066000.0,822965,드라마,12세이상관람가,일반영화
맨 인 블랙 3,배리 소넨필드,앰블린 엔터테인먼트,2012-05-24,장편,미국,770,27301520070.0,3379762,9258393070.0,1068672,액션,12세이상관람가,일반영화
어바웃 타임,리차드 커티스,워킹 타이틀,2013-12-05,장편,영국,568,24867023000.0,3375735,10488833000.0,1368822,멜로/로맨스,15세이상관람가,일반영화
악인전,이원태,(주)비에이엔터테인먼트,2019-05-15,장편,한국,1307,29128292150.0,3364079,6407047240.0,722563,범죄,청소년관람불가,일반영화
올빼미,안태진,(주)씨제스엔터테인먼트(주)영화사 담담,2022-11-23,장편,한국,1541,32860013124.0,3329518,8943059323.0,885144,스릴러,15세이상관람가,일반영화
슈퍼배드 3,피에르 꼬팽카일 발다,일루미네이션 엔터테인먼트,2017-07-26,장편,미국,1057,24216987019.0,3324861,5558252919.0,723552,애니메이션,전체관람가,일반영화
데드풀,팀 밀러,,2016-02-17,장편,미국,1036,27595618651.0,3317196,9150924002.0,1062535,액션,청소년관람불가,일반영화
시동,최정열,(주)외유내강,2019-12-18,장편,한국,1515,28098934360.0,3317038,6069057020.0,694921,드라마,15세이상관람가,일반영화
아이 캔 스피크,김현석,주식회사 영화사 시선(주)명필름,2017-09-21,장편,한국,1140,25532214986.0,3280243,6409220686.0,796658,코미디,12세이상관람가,일반영화
스타워즈: 깨어난 포스,J.J. 에이브럼스,루커스필름,2015-12-17,장편,미국,940,28353796331.0,3273879,9631617574.0,1047074,액션,12세이상관람가,일반영화
영웅,윤제균,(주)제이케이필름(주)씨제이이엔엠,2022-12-21,장편,한국,1314,32243760781.0,3266556,7373697248.0,733210,드라마,12세이상관람가,일반영화
스즈메의 문단속,신카이 마코토,코믹스 웨이브 필름,2023-03-08,장편,일본,1486,33888660448.0,3265992,8628739152.0,802152,애니메이션,12세이상관람가,독립/예술영화
분노의 질주: 더 세븐,제임스 완,오리지널 필름,2015-04-01,장편,미국,983,26449334694.0,3247558,7328474894.0,864171,액션,15세이상관람가,일반영화
터미네이터 제니시스,앨런 테일러,스카이댄스 프로덕션스,2015-07-02,장편,미국,1113,26546725129.0,3239371,7364611329.0,852065,액션,15세이상관람가,일반영화
그래비티,알폰소 쿠아론,,2013-10-17,장편,미국,636,31484135600.0,3227452,14128973600.0,1311034,SF,12세이상관람가,일반영화
마녀,박훈정,(주)영화사 금월(주)페퍼민트앤컴퍼니,2018-06-27,장편,한국,1117,27242029463.0,3189091,6459959863.0,732154,미스터리,15세이상관람가,일반영화
탐정: 리턴즈,이언희,(주)크리픽쳐스,2018-06-13,장편,한국,1041,26865721678.0,3148038,5989673378.0,680077,코미디,15세이상관람가,일반영화
캐리비안의 해적: 낯선 조류,롭 마샬,월트 디즈니 스튜디오 모션 픽처스,2011-05-19,장편,미국,960,27279967500.0,3130046,8991119500.0,977452,액션,12세이상관람가,일반영화
퀵,조범구,(주)제이케이필름(주)씨제이이엔엠,2011-07-20,장편,한국,512,22960890000.0,3125069,5353417500.0,692405,코미디,15세이상관람가,일반영화
감기,김성수,아이러브시네마(주)아이필름홀딩스(주)씨제이이엔엠,2013-08-14,장편,한국,806,21784202000.0,3119023,4692878000.0,638882,드라마,15세이상관람가,일반영화
나우 유 씨 미 2,존 추,K/O 페이퍼 프로덕츠,2016-07-13,장편,미국,1200,25116690113.0,3100113,7162588413.0,850601,범죄,12세이상관람가,일반영화
하모니,강대규,(주)제이케이필름,2010-01-28,장편,한국,405,21992266198.0,3068544,5451128000.0,718993,드라마,12세이상관람가,일반영화
거북이 달린다,이연우,(주)씨네이천,2009-06-11,장편,한국,379,20857347292.0,3059812,6785771000.0,942277,드라마,15세이상관람가,일반영화
캐리비안의 해적: 죽은 자는 말이 없다,요아킴 뢰닝에스펜 샌버그,월트 디즈니 픽처스,2017-05-24,장편,미국,1357,24975495122.0,3049894,7206844722.0,839897,액션,12세이상관람가,일반영화
이터널스,클로이 자오,,2021-11-03,장편,미국,2648,31721584450.0,3049688,8398642580.0,770301,액션,12세이상관람가,일반영화
스물,이병헌,(주)영화나무(주)아이에이치큐,2015-03-25,장편,한국,926,23558988686.0,3044134,5990587486.0,740243,코미디,15세이상관람가,일반영화
토르: 다크 월드,앨런 테일러,마블 스튜디오,2013-10-30,장편,미국,733,22525808500.0,3039889,6890911500.0,885699,액션,12세이상관람가,일반영화
방자전,김대우,(주)바른손이앤에이시오필름(주)(주)더타워픽쳐스,2010-06-02,장편,한국,512,22853629794.0,3035116,7700850000.0,975688,사극,청소년관람불가,일반영화
인크레더블 2,브래드 버드,월트 디즈니 픽처스,2018-07-18,장편,미국,1605,24554683588.0,3033052,7611573288.0,880527,애니메이션,전체관람가,일반영화
마더,봉준호,(주)바른손이앤에이,2009-05-28,장편,한국,648,20195373838.0,3013523,7430891000.0,1060010,드라마,청소년관람불가,일반영화
레드: 더 레전드,딘 패리소트,DC 엔터테인먼트,2013-07-18,장편,미국,739,21511358970.0,3004647,6308770970.0,841287,액션,15세이상관람가,일반영화
해리 포터와 혼혈 왕자,데이빗 예이츠,워너 브러더스 픽쳐스,2009-07-15,장편,미국,751,20580402431.0,3002669,6666092500.0,907125,어드벤처,전체관람가,일반영화
오싹한 연애,황인호,상상필름(주),2011-12-01,장편,한국,469,21965313000.0,3001530,6146203500.0,797727,공포(호러),12세이상관람가,일반영화
드래곤 길들이기 2,딘 데블로이스,,2014-07-23,장편,미국,829,23979935189.0,3000056,6564340689.0,751931,애니메이션,전체관람가,일반영화
형,권수경,굿초이스컷픽쳐스(주),2016-11-23,장편,한국,993,23129111893.0,2982022,5484309343.0,675698,코미디,12세이상관람가,일반영화
친구 2,곽경택,(주)트리니티엔터테인먼트(주)제이콘컴퍼니,2013-11-14,장편,한국,968,21804687513.0,2971475,5171825013.0,675887,액션,청소년관람불가,일반영화
26년,조근현,영화사청어람(주),2012-11-29,장편,한국,604,21241327145.0,2963449,6121058611.0,817210,액션,15세이상관람가,일반영화
블랙 위도우,케이트 쇼트랜드,,2021-07-07,장편,미국,2528,29987732620.0,2961507,7871682460.0,751987,액션,12세이상관람가,일반영화
서치,아니쉬 차간티,,2018-08-29,장편,미국,816,25283364845.0,2949944,8341418045.0,945989,드라마,12세이상관람가,일반영화
고지전,장훈,(주)티피에스컴퍼니,2011-07-20,장편,한국,585,21968557600.0,2945137,6379632100.0,817904,드라마,15세이상관람가,일반영화
엑스맨: 아포칼립스,브라이언 싱어,20세기 폭스,2016-05-25,장편,미국,1262,24467887950.0,2938818,7495864450.0,847621,액션,12세이상관람가,일반영화
프리즌,나현,(주)큐로홀딩스,2017-03-23,장편,한국,1047,23790276987.0,2931897,5681060637.0,679455,범죄,청소년관람불가,일반영화
솔트,필립 노이스,콜럼비아 픽쳐스 코포레이션,2010-07-29,장편,미국,556,21719123025.0,2921331,6529156500.0,837532,스릴러,15세이상관람가,일반영화
가장 보통의 연애,김한결,영화사 집,2019-10-02,장편,한국,1073,24822316930.0,2917213,6614922790.0,753953,멜로/로맨스,15세이상관람가,일반영화
헬로우 고스트,김영탁,(주)워터앤트리,2010-12-22,장편,한국,472,21154651779.0,2897477,6343048000.0,823854,코미디,12세이상관람가,일반영화
원티드,티무르 베크맘베토브,,2008-06-26,장편,미국,446,19258777000.0,2867594,7021231500.0,994356,스릴러,청소년관람불가,일반영화
극비수사,곽경택,(주)제이콘컴퍼니(주)영화사 신세계,2015-06-18,장편,한국,894,22389535897.0,2860786,5828885297.0,717981,드라마,15세이상관람가,일반영화
표적,창,(주)바른손이앤에이(주)용필름,2014-04-30,장편,한국,665,22256359300.0,2841788,5348606900.0,652750,액션,15세이상관람가,일반영화
앤트맨,페이튼 리드,,2015-09-03,장편,미국,949,23502249937.0,2839921,7332839937.0,840337,액션,12세이상관람가,일반영화
쥬라기 월드: 도미니언,콜린 트레보로우,앰블린 엔터테인먼트,2022-06-01,장편,미국,2218,29226463310.0,2836786,6938382730.0,639474,액션,12세이상관람가,일반영화
호빗: 다섯 군대 전투,피터 잭슨,뉴 라인 시네마,2014-12-17,장편,미국,926,24268487685.0,2836774,7327248685.0,809402,어드벤처,12세이상관람가,일반영화
너의 결혼식,이석근,(주)필름케이(주)외유내강,2018-08-22,장편,한국,962,23670604369.0,2820029,5852853319.0,666845,멜로/로맨스,12세이상관람가,일반영화
호빗: 뜻밖의 여정,피터 잭슨,뉴 라인 시네마,2012-12-13,장편,미국,1028,23436820716.0,2818993,8241919216.0,910976,어드벤처,12세이상관람가,일반영화
말모이,엄유나,더램프(주),2019-01-09,장편,한국,1203,23682638520.0,2812444,5900912990.0,681266,드라마,12세이상관람가,일반영화
메이즈 러너,웨스 볼,,2014-09-18,장편,미국,648,21489367677.0,2812427,6423264777.0,805570,액션,12세이상관람가,일반영화
해리 포터와 죽음의 성물1,데이빗 예이츠,헤이데이필름,2010-12-15,장편,미국,718,19906900266.0,2809053,6430256500.0,866701,미스터리,전체관람가,일반영화
마녀(魔女) Part2. The Other One,박훈정,(주)영화사 금월(주)스튜디오앤뉴(주)페퍼민트앤컴퍼니,2022-06-15,장편,한국,1796,28920265670.0,2806254,6020427150.0,570910,액션,15세이상관람가,일반영화
빅 히어로,돈 홀크리스 윌리암스,월트 디즈니 픽처스,2015-01-21,장편,미국,825,21993119765.0,2801949,6512949165.0,772249,애니메이션,전체관람가,일반영화
덩케르크,크리스토퍼 놀란,,2017-07-20,장편,미국,1252,24576771848.0,2792705,9451418198.0,989011,액션,12세이상관람가,일반영화
혹성탈출: 진화의 시작,루퍼트 와이어트,듄 엔터테인먼트,2011-08-17,장편,미국,514,20629757000.0,2773794,6637598000.0,849251,액션,12세이상관람가,일반영화
부당거래,류승완,필름트레인(주)외유내강,2010-10-28,장편,한국,502,21326977937.0,2766436,7587039000.0,944655,범죄,청소년관람불가,일반영화
메이즈 러너: 스코치 트라이얼,웨스 볼,폭스리콘,2015-09-16,장편,미국,804,21596946349.0,2744413,5743724849.0,697898,액션,12세이상관람가,일반영화
가디언즈 오브 갤럭시 VOL. 2,제임스 건,마블 스튜디오,2017-05-03,장편,미국,1218,23452674686.0,2735719,7669006186.0,854131,액션,12세이상관람가,일반영화
시라노; 연애조작단,김현석,(주)명필름,2010-09-16,장편,한국,402,20171151599.0,2731828,7068438000.0,910652,멜로/로맨스,12세이상관람가,일반영화
핸콕,피터 버그,,2008-07-02,장편,미국,602,17854932333.0,2723518,5977901000.0,860691,액션,12세이상관람가,일반영화
내가 살인범이다,정병길,(주)다세포클럽(주)쇼박스,2012-11-08,장편,한국,547,20338948000.0,2721903,6313599000.0,809580,액션,청소년관람불가,일반영화
나우 유 씨 미 : 마술사기단,루이스 리테리어,K/O 페이퍼 프로덕츠,2013-08-22,장편,미국,691,19146691869.0,2718227,6322143282.0,855244,범죄,12세이상관람가,일반영화
미스 페레그린과 이상한 아이들의 집,팀 버튼,TSG 엔터테인먼트,2016-09-28,장편,미국,904,21841214586.0,2718158,6220296286.0,737280,미스터리,12세이상관람가,일반영화
