영화명,감독,제작사,배급사,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10,미국,1308.0,34100211207.0,3888096.0,액션,15세이상관람가,일반영화
조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),(주)쇼박스,2015-02,한국,811.0,30456879428.0,3872015.0,사극,12세이상관람가,일반영화
역린,이재규,굿초이스컷픽쳐스(주)(주)파파스필름,롯데쇼핑㈜롯데엔터테인먼트,2014-04,한국,1054.0,29893297890.0,3849433.0,사극,15세이상관람가,일반영화
매드 맥스: 분노의 도로,조지 밀러,케네디 밀러 미첼,워너브러더스 코리아(주),2015-05,미국,799.0,32906364462.0,3842441.0,액션,15세이상관람가,일반영화
남한산성,황동혁,(주)싸이런픽쳐스,(주)씨제이이엔엠,2017-10,한국,1229.0,31067321992.0,3829891.0,사극,15세이상관람가,일반영화
반도,연상호,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),2020-07,한국,2575.0,33071341280.0,3812080.0,액션,15세이상관람가,일반영화
데드풀 2,데이빗 레이치,마블 엔터테인먼트,이십세기폭스코리아(주),2018-05,미국,1576.0,34185664639.0,3784602.0,액션,청소년관람불가,일반영화
쌍화점,유하,오퍼스픽쳐스(유),(주)쇼박스,2008-12,한국,499.0,25616489949.0,3779553.0,드라마,청소년관람불가,일반영화
암수살인,김태균,(주)필름295(주)블러썸픽쳐스,(주)쇼박스,2018-10,한국,1177.0,32855895548.0,3772620.0,범죄,15세이상관람가,일반영화
국가부도의 날,최국희,영화사 집,(주)씨제이이엔엠,2018-11,한국,1180.0,30891765837.0,3754983.0,드라마,12세이상관람가,일반영화
신기전,김유진,(주)시네마서비스글로벌,CJ ENM,2008-09,한국,585.0,24314570667.0,3726134.0,사극,15세이상관람가,일반영화
미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),2017-06,미국,1257.0,30504689978.0,3689325.0,액션,15세이상관람가,일반영화
82년생 김지영,김도영,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,2019-10,한국,1486.0,30305744310.0,3679019.0,드라마,12세이상관람가,일반영화
분노의 질주: 홉스&쇼,데이빗 레이치,세븐 벅스 프로덕션스,유니버설픽쳐스인터내셔널 코리아(유),2019-08,미국,1311.0,32241767793.0,3657536.0,액션,12세이상관람가,일반영화
분노의 질주: 더 익스트림,F. 게리 그레이,오리지널 필름,유니버설픽쳐스인터내셔널 코리아(유),2017-04,미국,1469.0,29981156348.0,3653238.0,액션,15세이상관람가,일반영화
너의 이름은.,신카이 마코토,코믹스 웨이브 필름,플러스엠 엔터테인먼트,2017-01,일본,947.0,29248867156.0,3637122.0,애니메이션,12세이상관람가,일반영화
모가디슈,류승완,(주)덱스터스튜디오(주)외유내강(주)필름케이,롯데컬처웍스(주)롯데엔터테인먼트,2021-07,한국,1688.0,34558297730.0,3613984.0,액션,15세이상관람가,일반영화
인턴,낸시 마이어스,,워너브러더스 코리아(주),2015-09,미국,496.0,28518443148.0,3610642.0,코미디,12세이상관람가,일반영화
라라랜드,데이미언 셔젤,서밋 엔터테인먼트,판씨네마(주),2016-12,미국,727.0,30006844694.0,3597193.0,드라마,12세이상관람가,일반영화
귀향,조정래,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,2016-02,한국,876.0,27245051990.0,3586523.0,드라마,15세이상관람가,일반영화
리얼 스틸,숀 레비,드림웍스,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10,미국,603.0,26566677000.0,3579666.0,액션,12세이상관람가,일반영화
신의 한 수,조범구,(주)메이스엔터테인먼트(주)아지트필름,(주)쇼박스,2014-07,한국,794.0,28777712256.0,3562123.0,범죄,청소년관람불가,일반영화
코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,2018-01,미국,1177.0,27685479440.0,3510017.0,애니메이션,전체관람가,일반영화
부러진 화살,정지영,(주)아우라픽처스,(주)넥스트엔터테인먼트월드(NEW),2012-01,한국,453.0,25878110500.0,3450941.0,드라마,15세이상관람가,일반영화
끝까지 간다,김성훈,(주)에이디사공육(주)다세포클럽,(주)쇼박스,2014-05,한국,645.0,27006007900.0,3450143.0,액션,15세이상관람가,일반영화
비긴 어게인,존 카니,,판씨네마(주),2014-08,미국,213.0,27096673061.0,3427464.0,멜로/로맨스,15세이상관람가,독립/예술영화
스파이,이승준,(주)제이케이필름(주)씨제이이엔엠,(주)씨제이이엔엠,2013-09,한국,785.0,24436429305.0,3423920.0,액션,15세이상관람가,일반영화
그것만이 내 세상,최성현,(주)제이케이필름(주)씨제이이엔엠,(주)씨제이이엔엠,2018-01,한국,862.0,27441213382.0,3417629.0,코미디,12세이상관람가,일반영화
이끼,강우석,(주)시네마서비스㈜렛츠필름(주)시네마서비스글로벌,CJ ENM,2010-07,한국,736.0,25856306126.0,3408144.0,드라마,청소년관람불가,일반영화
토이 스토리 4,조시 쿨리,월트 디즈니 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2019-06,미국,1336.0,28757726040.0,3399913.0,애니메이션,전체관람가,일반영화
돈,박누리,(주)사나이픽처스(주)영화사 월광,(주)쇼박스,2019-03,한국,1431.0,28869614062.0,3389035.0,범죄,15세이상관람가,일반영화
포화속으로,이재한,(주)태원엔터테인먼트(주)유비유필름(주)에이치 플러스,롯데쇼핑㈜롯데엔터테인먼트,2010-06,한국,736.0,24217600897.0,3385706.0,드라마,12세이상관람가,일반영화
맨 인 블랙 3,배리 소넨필드,앰블린 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05,미국,770.0,27301520070.0,3379762.0,액션,12세이상관람가,일반영화
어바웃 타임,리차드 커티스,워킹 타이틀,유니버설픽쳐스인터내셔널 코리아(유),2013-12,영국,568.0,24867023000.0,3375735.0,멜로/로맨스,15세이상관람가,일반영화
악인전,이원태,(주)비에이엔터테인먼트,(주)에이스메이커무비웍스(주)키위미디어그룹,2019-05,한국,1307.0,29128292150.0,3364079.0,범죄,청소년관람불가,일반영화
올빼미,안태진,(주)씨제스엔터테인먼트(주)영화사 담담,(주)넥스트엔터테인먼트월드(NEW),2022-11,한국,1541.0,32860013124.0,3329518.0,스릴러,15세이상관람가,일반영화
슈퍼배드 3,피에르 꼬팽카일 발다,일루미네이션 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),2017-07,미국,1057.0,24216987019.0,3324861.0,애니메이션,전체관람가,일반영화
데드풀,팀 밀러,,월트디즈니컴퍼니코리아 유한책임회사이십세기폭스코리아(주),2016-02,미국,1036.0,27595618651.0,3317196.0,액션,청소년관람불가,일반영화
시동,최정열,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),2019-12,한국,1515.0,28098934360.0,3317038.0,드라마,15세이상관람가,일반영화
아이 캔 스피크,김현석,주식회사 영화사 시선(주)명필름,롯데쇼핑㈜롯데엔터테인먼트(주)리틀빅픽쳐스,2017-09,한국,1140.0,25532214986.0,3280243.0,코미디,12세이상관람가,일반영화
스타워즈: 깨어난 포스,J.J. 에이브럼스,루커스필름,월트디즈니컴퍼니코리아(주),2015-12,미국,940.0,28353796331.0,3273879.0,액션,12세이상관람가,일반영화
영웅,윤제균,(주)제이케이필름(주)씨제이이엔엠,(주)씨제이이엔엠,2022-12,한국,1314.0,32243760781.0,3266556.0,드라마,12세이상관람가,일반영화
스즈메의 문단속,신카이 마코토,코믹스 웨이브 필름,(주)쇼박스,2023-03,일본,1486.0,33888660448.0,3265992.0,애니메이션,12세이상관람가,독립/예술영화
분노의 질주: 더 세븐,제임스 완,오리지널 필름,유니버설픽쳐스인터내셔널 코리아(유),2015-04,미국,983.0,26449334694.0,3247558.0,액션,15세이상관람가,일반영화
터미네이터 제니시스,앨런 테일러,스카이댄스 프로덕션스,롯데쇼핑㈜롯데엔터테인먼트,2015-07,미국,1113.0,26546725129.0,3239371.0,액션,15세이상관람가,일반영화
그래비티,알폰소 쿠아론,,(주)스튜디오디에이치엘주식회사 해리슨앤컴퍼니워너브러더스 코리아(주),2013-10,미국,636.0,31484135600.0,3227452.0,SF,12세이상관람가,일반영화
마녀,박훈정,(주)영화사 금월(주)페퍼민트앤컴퍼니,워너브러더스 코리아(주),2018-06,한국,1117.0,27242029463.0,3189091.0,미스터리,15세이상관람가,일반영화
탐정: 리턴즈,이언희,(주)크리픽쳐스,(주)씨제이이엔엠,2018-06,한국,1041.0,26865721678.0,3148038.0,코미디,15세이상관람가,일반영화
캐리비안의 해적: 낯선 조류,롭 마샬,월트 디즈니 스튜디오 모션 픽처스,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05,미국,960.0,27279967500.0,3130046.0,액션,12세이상관람가,일반영화
퀵,조범구,(주)제이케이필름(주)씨제이이엔엠,(주)씨제이이엔엠,2011-07,한국,512.0,22960890000.0,3125069.0,코미디,15세이상관람가,일반영화
감기,김성수,아이러브시네마(주)아이필름홀딩스(주)씨제이이엔엠,아이러브시네마,2013-08,한국,806.0,21784202000.0,3119023.0,드라마,15세이상관람가,일반영화
나우 유 씨 미 2,존 추,K/O 페이퍼 프로덕츠,롯데쇼핑㈜롯데엔터테인먼트,2016-07,미국,1200.0,25116690113.0,3100113.0,범죄,12세이상관람가,일반영화
하모니,강대규,(주)제이케이필름,CJ ENM,2010-01,한국,405.0,21992266198.0,3068544.0,드라마,12세이상관람가,일반영화
거북이 달린다,이연우,(주)씨네이천,(주)쇼박스,2009-06,한국,379.0,20857347292.0,3059812.0,드라마,15세이상관람가,일반영화
캐리비안의 해적: 죽은 자는 말이 없다,요아킴 뢰닝에스펜 샌버그,월트 디즈니 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2017-05,미국,1357.0,24975495122.0,3049894.0,액션,12세이상관람가,일반영화
이터널스,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,2021-11,미국,2648.0,31721584450.0,3049688.0,액션,12세이상관람가,일반영화
스물,이병헌,(주)영화나무(주)아이에이치큐,(주)넥스트엔터테인먼트월드(NEW),2015-03,한국,926.0,23558988686.0,3044134.0,코미디,15세이상관람가,일반영화
토르: 다크 월드,앨런 테일러,마블 스튜디오,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10,미국,733.0,22525808500.0,3039889.0,액션,12세이상관람가,일반영화
방자전,김대우,(주)바른손이앤에이시오필름(주)(주)더타워픽쳐스,CJ ENM,2010-06,한국,512.0,22853629794.0,3035116.0,사극,청소년관람불가,일반영화
인크레더블 2,브래드 버드,월트 디즈니 픽처스,월트디즈니컴퍼니코리아 유한책임회사,2018-07,미국,1605.0,24554683588.0,3033052.0,애니메이션,전체관람가,일반영화
마더,봉준호,(주)바른손이앤에이,CJ ENM,2009-05,한국,648.0,20195373838.0,3013523.0,드라마,청소년관람불가,일반영화
레드: 더 레전드,딘 패리소트,DC 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-07,미국,739.0,21511358970.0,3004647.0,액션,15세이상관람가,일반영화
해리 포터와 혼혈 왕자,데이빗 예이츠,워너 브러더스 픽쳐스,워너브러더스 코리아(주),2009-07,미국,751.0,20580402431.0,3002669.0,어드벤처,전체관람가,일반영화
오싹한 연애,황인호,상상필름(주),(주)씨제이이엔엠,2011-12,한국,469.0,21965313000.0,3001530.0,공포(호러),12세이상관람가,일반영화
드래곤 길들이기 2,딘 데블로이스,,(주)씨제이이엔엠,2014-07,미국,829.0,23979935189.0,3000056.0,애니메이션,전체관람가,일반영화
형,권수경,굿초이스컷픽쳐스(주),(주)씨제이이엔엠,2016-11,한국,993.0,23129111893.0,2982022.0,코미디,12세이상관람가,일반영화
친구 2,곽경택,(주)트리니티엔터테인먼트(주)제이콘컴퍼니,롯데쇼핑㈜롯데엔터테인먼트,2013-11,한국,968.0,21804687513.0,2971475.0,액션,청소년관람불가,일반영화
26년,조근현,영화사청어람(주),(주)인벤트스톤영화사청어람(주),2012-11,한국,604.0,21241327145.0,2963449.0,액션,15세이상관람가,일반영화
블랙 위도우,케이트 쇼트랜드,,월트디즈니컴퍼니코리아 유한책임회사,2021-07,미국,2528.0,29987732620.0,2961507.0,액션,12세이상관람가,일반영화
서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-08,미국,816.0,25283364845.0,2949944.0,드라마,12세이상관람가,일반영화
고지전,장훈,(주)티피에스컴퍼니,(주)쇼박스,2011-07,한국,585.0,21968557600.0,2945137.0,드라마,15세이상관람가,일반영화
엑스맨: 아포칼립스,브라이언 싱어,20세기 폭스,이십세기폭스코리아(주),2016-05,미국,1262.0,24467887950.0,2938818.0,액션,12세이상관람가,일반영화
프리즌,나현,(주)큐로홀딩스,(주)쇼박스,2017-03,한국,1047.0,23790276987.0,2931897.0,범죄,청소년관람불가,일반영화
솔트,필립 노이스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07,미국,556.0,21719123025.0,2921331.0,스릴러,15세이상관람가,일반영화
가장 보통의 연애,김한결,영화사 집,(주)넥스트엔터테인먼트월드(NEW),2019-10,한국,1073.0,24822316930.0,2917213.0,멜로/로맨스,15세이상관람가,일반영화
헬로우 고스트,김영탁,(주)워터앤트리,(주)넥스트엔터테인먼트월드(NEW),2010-12,한국,472.0,21154651779.0,2897477.0,코미디,12세이상관람가,일반영화
원티드,티무르 베크맘베토브,,유니버설픽쳐스인터내셔널 코리아(유),2008-06,미국,446.0,19258777000.0,2867594.0,스릴러,청소년관람불가,일반영화
극비수사,곽경택,(주)제이콘컴퍼니(주)영화사 신세계,(주)쇼박스,2015-06,한국,894.0,22389535897.0,2860786.0,드라마,15세이상관람가,일반영화
표적,창,(주)바른손이앤에이(주)용필름,(주)씨제이이엔엠,2014-04,한국,665.0,22256359300.0,2841788.0,액션,15세이상관람가,일반영화
앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),2015-09,미국,949.0,23502249937.0,2839921.0,액션,12세이상관람가,일반영화
쥬라기 월드: 도미니언,콜린 트레보로우,앰블린 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),2022-06,미국,2218.0,29226463310.0,2836786.0,액션,12세이상관람가,일반영화
호빗: 다섯 군대 전투,피터 잭슨,뉴 라인 시네마,워너브러더스 코리아(주),2014-12,미국,926.0,24268487685.0,2836774.0,어드벤처,12세이상관람가,일반영화
너의 결혼식,이석근,(주)필름케이(주)외유내강,플러스엠 엔터테인먼트,2018-08,한국,962.0,23670604369.0,2820029.0,멜로/로맨스,12세이상관람가,일반영화
호빗: 뜻밖의 여정,피터 잭슨,뉴 라인 시네마,워너브러더스 코리아(주),2012-12,미국,1028.0,23436820716.0,2818993.0,어드벤처,12세이상관람가,일반영화
말모이,엄유나,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,2019-01,한국,1203.0,23682638520.0,2812444.0,드라마,12세이상관람가,일반영화
메이즈 러너,웨스 볼,,이십세기폭스코리아(주),2014-09,미국,648.0,21489367677.0,2812427.0,액션,12세이상관람가,일반영화
해리 포터와 죽음의 성물1,데이빗 예이츠,헤이데이필름,워너브러더스 코리아(주),2010-12,미국,718.0,19906900266.0,2809053.0,미스터리,전체관람가,일반영화
